,sms_message,label
1420,Speak only when you feel your words are better than the silence... Gud mrng:-),0
2329,That day you asked about anand number. Why:-),0
3921,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,1
1311,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0
4993,I'm hungry buy smth home...,0
4686,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0
2110,Lara said she can loan me  &lt;#&gt; .,0
5063,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0
4299,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1
2397,Well you told others you'd marry them...,0
4733,Wat time r ü going to xin's hostel?,0
5415,You should get more chicken broth if you want ramen unless there's some I don't know about,0
4952,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,0
4331,i thought we were doing a king of the hill thing there.,0
4799,Just come home. I don't want u to be miserable,0
278,"Awesome, I'll see you in a bit",0
1226,"sir, you will receive the account no another 1hr time. Sorry for the delay.",0
3889,ok....take care.umma to you too...,0
1156,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0
4885,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0
4260,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
5379,Somebody set up a website where you can play hold em using eve online spacebucks,0
4936,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",0
960,Where @,0
4938,G wants to know where the fuck you are,0
5034,"* Was really good to see you the other day dudette, been missing you!",0
1608,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0
4424,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,0
2697,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,0
2158,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
1868,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0
4319,S...i will take mokka players only:),0
5530,I think that tantrum's finished so yeah I'll be by at some point,0
2935,Yup n her fren lor. I'm meeting my fren at 730.,0
2193,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0
1206,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0
92,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0
179,Text her. If she doesnt reply let me know so i can have her log in,0
463,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",1
2984,What should i eat fo lunch senor,0
4969,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,0
4405,"Sorry, I'll call later  &lt;#&gt; mins",0
2112,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,0
2696,And whenever you and i see we can still hook up too.,0
4106,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,0
5108,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0
4794,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0
255,"I'm back, lemme know when you're ready",0
2339,"Alright, see you in a bit",0
4304,Yup i'm free...,0
5084,Hey happy birthday...,0
5413,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,0
881,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1
2395,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0
4637,K k pa Had your lunch aha.,0
2994,So i'm doing a list of buyers.,0
1232,have got * few things to do. may be in * pub later.,0
4781,Sen told that he is going to join his uncle finance in cbe,0
2487,I dont thnk its a wrong calling between us,0
4444,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,0
760,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0
3794,Hey are you angry with me. Reply me dr.,0
1387,All e best 4 ur exam later.,0
2694,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0
3791,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",0
2722,I'm working technical support :)voice process.,0
3032, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,0
3056,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1
1227,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1
1693,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0
686,Have you finished work yet? :),0
3034,"Aight, lemme know what's up",0
2875,Crucify is c not s. You should have told me earlier.,0
3880,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,0
2806,I think it's all still in my car,0
1110,S s..first time..dhoni rocks...,0
207,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
1189,All will come alive.better correct any good looking figure there itself..,0
54,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1
3143,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0
4836,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0
771,Not getting anywhere with this damn job hunting over here!,0
4406,Dun need to use dial up juz open da browser n surf...,0
2538,That's y we haf to combine n c how lor...,0
4725,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1
1125,Aiyar sorry lor forgot 2 tell u...,0
801,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1
1813,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,0
2278,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,0
4087,Lemme know when you're here,0
4279,I've reached home finally...,0
1244,No shoot me. I'm in the docs waiting room. :/,0
1685,Do you want bold 2 or bb torch,0
5328,Sweet heart how are you?,0
795,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,0
4236,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,1
1841,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0
734,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0
1603,Ok pa. Nothing problem:-),0
2721,Ok lor...,0
3154,I tagged MY friends that you seemed to count as YOUR friends.,0
976,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0
4912,Love that holiday Monday feeling even if I have to go to the dentists in an hour,0
4589,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),0
604,Be happy there. I will come after noon,0
2903,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",0
4601,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0
193,Hi :)finally i completed the course:),0
5567,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",1
4946,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0
5122,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,0
752,You have an important customer service announcement from PREMIER.,1
4398,When did dad get back.,0
655,Did u got that persons story,0
1741,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,1
519,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",0
4539,Dare i ask... Any luck with sorting out the car?,0
3834,I had askd u a question some hours before. Its answer,0
470,There are many company. Tell me the language.,0
5343,No go. No openings for that room 'til after thanksgiving without an upcharge.,0
5554,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,0
287,Ok..,0
2195,Hi my email address has changed now it is ,0
3712,"Sorry pa, i dont knw who ru pa?",0
5299,Well good morning mr . Hows london treatin' ya treacle?,0
2373,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0
4611,Just glad to be talking to you.,0
4632,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0
1175,Yay! You better not have told that to 5 other girls either.,0
949,Chk in ur belovd ms dict,0
489,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0
272,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0
1759,Sorry i'm not free...,0
2186,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0
4695,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0
3373,And now electricity just went out fml.,0
2326,Apps class varaya elaya.,0
3816,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",0
2822,Oh god..taken the teeth?is it paining,0
2317,That's cause your old. I live to be high.,0
1805,The bus leaves at  &lt;#&gt; ,0
5159,No but the bluray player can,0
725,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0
