,comment,label
1717,"One Year Splash of NFT Stats - 
 
 Unique NFT Buyers/Sellers over the Past 52 Weeks (using market analytics data) 
 
 Compared to May 2021 the number of unique NFT:
 
 Buyers has increased by a factor of x20.5 (1380 to 28,231)
 Sellers has increased by a factor of x20.9 (1366 to 28,605)
 
 In proceeding 52-week period the number of unique:
 
 NFT Buyers peaked at 192,226 the week of January 31, 2022
 NFT Sellers peaked at 155,379 also in the week of January 31, 2022
 
 Does anyone have a gut feeling as to when the next peak might occur? hmmmmm
 
 
 And…. here’s the raw data (hope it’s useful to you)
 
 2021-05-10 B: 1380 S: 1366
 2021-05-17 B: 6562 S: 5367
 2021-05-24 B: 9272 S: 6889
 2021-05-31 B: 10835 S: 8219
 2021-06-07 B: 12179 S: 9490
 2021-06-14 B: 14546 S: 10390
 2021-06-21 B: 15307 S: 11683
 2021-06-28 B: 16365 S: 12698
 2021-07-05 B: 17762 S: 14167
 2021-07-12 B: 21975 S: 16965
 2021-07-19 B: 25894 S: 19056
 2021-07-26 B: 29527 S: 21489
 2021-08-02 B: 50190 S: 34670
 2021-08-09 B: 70500 S: 42244
 2021-08-16 B: 69722 S: 43672
 2021-08-30 B: 110286 S: 64271
 2021-09-06 B: 94123 S: 55671
 2021-09-13 B: 98383 S: 65660
 2021-09-20 B: 99930 S: 70635
 2021-09-27 B: 110959 S: 79972
 2021-10-04 B: 109523 S: 80485
 2021-10-11 B: 102664 S: 70104
 2021-10-18 B: 92706 S: 66126
 2021-10-25 B: 66307 S: 49795
 2021-11-01 B: 65070 S: 50145
 2021-11-08 B: 62705 S: 47608
 2021-11-15 B: 83866 S: 65659
 2021-11-22 B: 7849  S: 64374
 2021-11-29 B: 88038 S: 65799
 2021-12-06 B: 89892 S: 69056
 2021-12-13 B: 108809 S: 80606
 2021-12-20 B: 104193 S: 79341
 2021-12-27 B: 128590 S: 101165
 2022-01-03 B: 161487 S: 127450
 2022-01-10 B: 175170 S: 133805
 2022-01-17 B: 179279 S: 132186
 2022-01-24 B: 176893 S: 140191
 2022-01-31 B: 192226 S: 155379
 2022-02-07 B: 170442 S: 141313
 2022-02-14 B: 162208 S: 142100
 2022-02-21 B: 171652 S: 143412
 2022-02-28 B: 146543 S: 125126
 2022-03-07 B: 133348 S: 114938
 2022-03-14 B: 123594 S: 115383
 2022-03-21 B: 130926 S: 119577
 2022-03-28 B: 125889 S: 123996
 2022-04-04 B: 145748 S: 136596
 2022-04-11 B: 140472 S: 127389
 2022-04-18 B: 142981 S: 142013
 2022-04-25 B: 136104 S: 130838
 2022-05-02 B: 130374 S: 124565
 2022-05-09 B: 94647 S: 91298
 2022-05-16 B: 28231 S: 28605",1
9286,I love this song in 2022,0
5752,Can I use any kind of milk 🥛,0
2159,Covid-19 in low pohkei,1
10919,"Russia doesn&#39;t have a Vice President, I think. I guess they are discussing who will replace him. Wednesday perhaps?",0
8751,@BEING CE CE yeah for reall,0
8087,"<a href=""https://www.youtube.com/watch?v=cLnFSqpyQDg&amp;t=13m35s"">13:35</a> this shit is real",0
4878,"Thanks for sharing your comments make a note to my trusted trader , William Charle on Watsapp ap to help you make profit in bitcoin and stock + 1 5 1 7 6 8 4 9 4 8 0 he's strategies are top notch ????",1
8026,"Am De&#39;abreau Oscar Miller I think were worth 60 ittallion 600 phillion 60 billion 600 million 660 hundred thousand dollars,I was Mandingo but I got crusified for killing a anaconda Tupac Shakur let bite me, or did I kill Tupac Shakur and her grandma, Kevin Hart is my kid damn what would Kevin Hart do if a anaconda in your girlfriends palace bites you, think you have a gunhand an her grandma wants it you don&#39;t know how to use your gunhand.forren",0
11517,"Putin: Here Sergei, have a tea.<br>Sergei: Thank you Sir. hmm doesn&#39;t taste like anything, what tea is this?<br>Putin: Nerve agent tea",0
1315,"Made easy guys! 
 As a military member. My intentions are not to shed foolishness. Dixelations is taking the absolute most humble approach to becoming a real investment token on the Blockchain. 🙏
 ⬆️⬅️ Thanks",1
6861,no u need to rest some days,0
8344,&quot;my voice isn&#39;t deep enough to be a rapper&quot;. What about easy E? Snoop?,0
1510,Her success story is everywhere.,1
9182,Definition of beauty. B w,0
9360,The hand moves santttta,0
5864,I need to find a cooking channel like this but a healthy one,0
9511,This was the first ring tone I ever had. This song brings back memories,0
7349,"Hi b1tches it’s me again, doing this workout💋<br>sooo the dynamic here is that they will see me updating every day until i reach my goal so welcome girlies💋🥰💓🎉 , and I WILL FINISH IT, not like those other girls who say they come back and never do it🙄,, so, again, welcome to the results 💕💓💖💘🧚🏻‍♀️<br>Day 1:✅obv i did it, its too easy🙄😟💅🏻<br>Day 2:<br>Day 3:<br>Day 4:<br>Day 5:<br>Day 6:<br>Day 7:<br>Day 8:<br>Day 9:<br>Day 10:<br>Day 11:<br>Day 12:<br>Day 13:<br>Day 14:",0
303,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,1
3985,User mentioned above got everything fixed,1
8547,I loveeeee his school joke gets me everytime,0
8250,"I don&#39;t know about you, but I think Kevin would have been amazing at the Oscars. Pity people are under the impression people cannot change over ten years these days.",0
10942,"When we will start to put sanction on America, Israel Uk and all their allies for destroying many countries.<br>One reason why we view the US as the good guy and Russia as the perpetual bad guy instead of both having some nuance to them is because we read books written in English, and watch Hollywood movies more than we do books and movies in any other language.<br><br>We never hear the story from the other person’s point of view, be it the Native Americans who were wiped out / relegated to the fringes in their own land , and still written off as savages, or the stories of any country which was invaded by the US without so much as a by your leave.when we will pit sanction on zoinists to make Palestinian to live in apartheid in their own country",0
1952,"You are right, to be a successful person in life
 requires hard work, being focus and commitment",1
9701,You can not stand under my umbrella ⛱️,0
1578,91,1
8051,Saved the best for the last 😂💯,0
873,and how many subscribers compared to her over a million,1
11078,To Siberia he will go...nothing funny about that.,0
8888,"It&#39;s been 12 years, I still can&#39;t get over how hot she looks here 🤯",0
2219,"@Kenneth Simon 6BTC and still counting in just 2months, Expert Susan is the trade queen as a as I'm concerned",1
3940,Text the name above👆👆for private keys. That's where I got mine,1
9244,Is this song from year 2007,0
4437,"After losing all hope, I came across 🔝🔝 him, and he helped me It was a well done job, I got my private key all thanks to him 🔝",1
11217,You mean THIS PUTTIN (NOT THE OLD ONE) is cleaning the Cabal from Ukraine!! the Adren.... labs and the humane trafficking!!,0
1501,I think she is the best broker I ever seen,1
7866,my mum might be going to see kevin hart and im honestly so jealous lmao,0
4668,💫 rayfx04 💫,1
7739,Fun dude to be with,0
9953,Imagine a prime Dirk was on the team :),0
7357,You got this!,0
10167,"@hzr as for the &quot;cut 4 threes they still lose&quot; sorry but basketball doesn&#39;t work this way, in basketball confidence is crucial, if you cut those threes maybe greek role players could have hit some open 3 shoots and we could have seen another game.",0
8604,"Did anyone else notice that its a transition of Louis C.K @<a href=""https://www.youtube.com/watch?v=cLnFSqpyQDg&amp;t=22m16s"">22:16</a> for like 2 seconds? I think its Louis C.K on stage",0
6648,i’m so obsessed w the results i get from this,0
3614,I can bet He's the best in the market now…. Very reliable and his analysis are accurate,1
7071,"@IaraAilén thank you, i&#39;ll be careful and will be eating a bit of everything",0
3214,"👆👆👆Greetings, I am to recommend y'all to this👆 licensed financial consultant/investment adviser and also a member of an entrepreneur community reaching out to the public through social media and professional platforms, in a quest to raise awareness on Crypto trading and its benefits (which includes a 3-5% daily return on your investment). If you permit, I would be glad to enlighten you more about how it works",1
4268,You don't need to be shock cause I'm also a huge beneficiactor of expert Andrew earning from Germany 🇩🇪✌️I keep on earning $9000 with his strategies.... I still wonder where he gets his analysis🤔,1
751,COFFEE ! LOVERS ! PLEASE ! READ ! Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST ! OFF !,1
10678,I didn&#39;t see him taking his dress down? He was wearing a suit anyways? Wtf news,0
8249,"I tested positive for covid, the Ostrich one made me feel something-🧍‍♂️",0
2655,"I keep wondering why people save with the bank when you can easily Invest it in bitcoins while it grows more profit, Evelyn .T. Hills is an expert trader and her strategic method of trading works perfectly well.",1
7295,"Im doing this for 7 days 😌👋<br>Day 1✅It was easy<br>Day 2✅It was difficult especially russian twists,i did this 2 times a day bcs i felt insecure.<br>Day 3:✅It was easier<br>Day 4:✅It was alr,but the butterfly kicks🙄😩<br>Day 5:✅It was hardest day of my life!Especcialy the russian twist and i could feel the burn 🔥!<br>Day 6:✅I didnt felt the burn but alr,it was fine but the butterfly kicks🙂<br>Day 7:<br><br><br><br><br><br>I’ll tell yall more soon 🔜",0
2974,Yours support and encouragement have always been the driving factor in my life. Thank you so much,1
6598,doing this for 2 weeks<br>day1: didnt burn that much but it was still hard,0
7401,doing this every day until school starts <br>day 1:<br>✅ it was difficult but i finished it and i’m planning to go on a 30 minute walk to burn some more cals,0
2730,"*It is important to thank someone for their time because people today are untrustworthy but bubbyjoo onTELEGRAM make it upto me very fast. That's why, when someone does something for you, it is polite to acknowledge their efforts. Thanking them shows you appreciate them and understand their time is valuable.*",1
6661,"Doing this everyday for 50 days<br><br>❣️Day 1 <br>My abs burn sooo bad, i feel like going into a bathtub full of ice. I hope i get results soon haha",0
10949,"fuck, the balls on that guy. he&#39;s literally signing his own death warrant by stating on record in front of cameras that he doenst support the invasion, and putin is clearly &quot;not amused&quot; by his independent thinking. dont drink the tea, dude.",0
1530,What? A rip off for rubes by grifters...,1
4735,"Sorry for writing you, just out of curiosity your page come up on my suggestion friend list so I was just wondering if I knew you from somewhere?",1
9938,"Imagined all the injured player that were also missing on Germanys side, and look how far they came into the tournament! Good luck in the finals!",0
2135,The OJA Coin is a big and outstanding project with Loyallty program. I sincerely believe in the success of OJA project and very professional team.,1
1871,Made over 5 btc on my first week with Paulson Dmitriev.,1
10342,We LOVE Doncic and Slovenia in Spain. Respect.,0
8571,I think there should something said about the KFC ad I was hit with before this video.  Thanks YouTube!,0
4769,"<I undeniably <treasure the update on crypto we are getting from you, for me I think this is the best time to invest since the market is at a low rate. In some months time you'II be ecstatic with the decision you made today. I’m not going to blame my coach on my recent losses because It's not her fault. what i lost happened to be part of my profits. It's good that i trade not this hodling thing if not, i would have been in a big mess by now like other hodlers. Just like getting beaten in a fight. You look at what went wrong, learn some new blocks, some new attacks, get in better shape, and get back into the fight. There will another day for all of us. What i'm trying to say here is that you if you haven't invested in crypto yet this is a great time and I will strongly recommend expert, Mrs Debra Dianne Brooks.",1
5661,That was more than 3 ingredients!🤔<br>1. Oreo<br>2. Baking powder<br>3. Milk<br>4. Oil<br>5. Liquid chocolate<br>6. Shaved chocolate<br>🤔,0
1014,You c,1
6530,WOW,0
11267,Living in Fear in Russia ...Putin is Evil,0
3749,"I GOT EVERYTHING FIX EVEN THO ANALYSIS GAVE IT OUT TO BE IMPOSSIBLE.
 Jet made every possible point...",1
1096,second profit earn in just today we met,1
6253,no baking powder how does it get big idk it will work or not,0
6160,"@Sakshi Thank you for replying, wax paper worked fine actually since it was one for baking!",0
9585,Rhianna one of my favorites singer now she having her FIRST BABY congratulations!!,0
2921,"Hello, I discovered a very unique and profitable way to make money via NFT, expert trader Douglas Horvath has been helpful to myself, colleagues and family... Trading has never been made easy",1
807,Subscribe and like my video please,1
8076,Omg. Remember mum spanked me I run to room and packed a bag full of Barbie doll n Welly boots lol,0
8603,He just talks utter drivel 😂 no content,0
9082,just found out that it was made with garageband omg,0
6149,What is the Name of the paper you used??,0
43,hi guys check my youtube channel﻿,1
9149,This song is my favorite song.! You know everyone?,0
9743,I remember 106 &amp; Park playing this all the time,0
6660,Doing this workout for 2 weeks to find out what really are the result😭<br>I&#39;m skinny fat btw<br><br>My waist is like 28 inch<br>And I&#39;m 5&#39;4<br><br>Day 1: ✅ It burns SO BAD.<br>Day 2: ✅ <br>Day 3: ❌ I DID NOT DO IT CAUSE I WAS TO BUSY. But I did see a lil bit of results.<br>Day 4: ✅ I did it twice. LEMME SEE IF SOMETHING CHANGED- Sadly still 28 inch:((<br>Day 5: <br>Day 6:<br>Day 7:,0
2131,"I also invest with her , am in my 5th trade with her , she's a great broker",1
86,https://www.tsu.co/KodysMan plz ^^﻿,1
9581,Tf I forgot Rihanna is THAT pretty omg,0
4048,All good investors are conversant with expert Mrs Betty Harris. She's unique in the field just got to keep her instructions and you excel.,1
3133,love to work with the best plug.,1
6737,Trying this again for a week! I&#39;m abt 5&#39;4 -5&#39;6 And weigh 120pounds (I did this for abt 3 days before and a few more workouts and I went from abt 130 pounds to 120😜😜<br><br>Day 1 - Sep 10 2022 -,0
